Activity,Subject,tBodyAcc-mean()-X,tBodyAcc-mean()-Y,tBodyAcc-mean()-Z,tBodyAcc-std()-X,tBodyAcc-std()-Y,tBodyAcc-std()-Z,tGravityAcc-mean()-X,tGravityAcc-mean()-Y,tGravityAcc-mean()-Z,tGravityAcc-std()-X,tGravityAcc-std()-Y,tGravityAcc-std()-Z,tBodyAccJerk-mean()-X,tBodyAccJerk-mean()-Y,tBodyAccJerk-mean()-Z,tBodyAccJerk-std()-X,tBodyAccJerk-std()-Y,tBodyAccJerk-std()-Z,tBodyGyro-mean()-X,tBodyGyro-mean()-Y,tBodyGyro-mean()-Z,tBodyGyro-std()-X,tBodyGyro-std()-Y,tBodyGyro-std()-Z,tBodyGyroJerk-mean()-X,tBodyGyroJerk-mean()-Y,tBodyGyroJerk-mean()-Z,tBodyGyroJerk-std()-X,tBodyGyroJerk-std()-Y,tBodyGyroJerk-std()-Z,tBodyAccMag-mean(),tBodyAccMag-std(),tGravityAccMag-mean(),tGravityAccMag-std(),tBodyAccJerkMag-mean(),tBodyAccJerkMag-std(),tBodyGyroMag-mean(),tBodyGyroMag-std(),tBodyGyroJerkMag-mean(),tBodyGyroJerkMag-std(),fBodyAcc-mean()-X,fBodyAcc-mean()-Y,fBodyAcc-mean()-Z,fBodyAcc-std()-X,fBodyAcc-std()-Y,fBodyAcc-std()-Z,fBodyAccJerk-mean()-X,fBodyAccJerk-mean()-Y,fBodyAccJerk-mean()-Z,fBodyAccJerk-std()-X,fBodyAccJerk-std()-Y,fBodyAccJerk-std()-Z,fBodyGyro-mean()-X,fBodyGyro-mean()-Y,fBodyGyro-mean()-Z,fBodyGyro-std()-X,fBodyGyro-std()-Y,fBodyGyro-std()-Z,fBodyAccMag-mean(),fBodyAccMag-std(),fBodyBodyAccJerkMag-mean(),fBodyBodyAccJerkMag-std(),fBodyBodyGyroMag-mean(),fBodyBodyGyroMag-std(),fBodyBodyGyroJerkMag-mean(),fBodyBodyGyroJerkMag-std()
Walking downstairs,19,-0.538549943,-0.472342915,-0.11752569,-0.324831928,-0.16613938,-0.325499673,0.002678692,-0.199202856,-0.036254183,-0.049946198,0.023185982,0.065793672,-0.15840632,-0.064731006,-0.020287325,-0.171801606,-0.146271494,-0.322550721,-0.323943423,-0.206328807,-0.22919236,-0.167992574,-0.174883423,-0.252522687,0.023330245,0.014349155,-0.112054144,-0.082098622,-0.127919307,-0.230899699,-0.052422662,-0.149950734,-0.015225086,-0.040251342,0.014912292,0.327637806,-0.339112629,-0.352062443,-0.197685327,-0.265155777,-0.047776619,-0.078051749,-0.265377337,-0.000773212,-0.058679282,0.01902666,-0.003659731,0.03073855,-0.332624244,-0.072983084,-0.177386563,-0.159005206,-0.198532809,-0.38370684,-0.506322121,-0.351744671,-0.776602461,-0.273692097,-0.392218114,-0.465703311,-0.508117014,-0.568871668,-0.553798192,-0.409032616,-0.572267708,-0.717324477
Sitting,19,-0.362599968,-0.290310937,0.146160361,-0.081677532,-0.053677867,-0.571950877,0.122839587,0.062105694,0.089103808,0.022261156,0.017209686,-0.00423848,-0.693530192,-0.822305387,-0.749578549,-0.711603545,-0.609971765,-0.631164278,-0.758151114,-0.634955874,-0.414982419,0.047691149,0.154059889,0.3526493,-0.003058359,-0.004888227,-0.056908072,-0.16485408,-0.190635097,-0.335152779,-0.041351503,-0.04268149,-0.175667305,-0.194899046,-0.597652565,-0.190380101,-0.699038782,-0.544924241,0.018807864,0.02493961,-0.261627077,-0.406501268,-0.467271689,-0.50533836,-0.549815352,-0.560030135,-0.506953726,-0.572684874,-0.571531427,-0.663960814,-0.670853777,-0.655048705,-0.899577953,-0.913413434,-0.934174959,-0.896959175,-0.909065357,-0.908642824,-0.918066495,-0.930034406,-0.86797415,-0.813355339,-0.631577627,-0.613457747,-0.468036256,-0.571447469
Standing,19,-0.226533247,0.123870875,0.245718073,-0.041471734,-0.131062145,-0.7470378,0.164100705,0.092318708,0.012017153,0.08219633,0.024900925,-0.047728934,-0.742480075,-0.845559174,-0.824131921,-0.793878221,-0.633825765,-0.50513522,-0.797579834,-0.833293493,-0.209944346,0.053868342,0.320268714,0.282598378,0.028291616,0.001192488,-0.043614494,-0.146319949,-0.244085398,-0.312632336,0.002746072,-0.038049202,-0.214198003,-0.246268765,-0.503944596,-0.31622782,-0.711065384,-0.551420298,0.081702853,0.094185747,-0.419853646,-0.528772606,-0.529276958,-0.577869878,-0.564420021,-0.613887075,-0.660795381,-0.746104894,-0.682472353,-0.774977529,-0.775425278,-0.77936711,-0.935106725,-0.937173018,-0.947281279,-0.953730069,-0.935272667,-0.946536237,-0.949498994,-0.946439857,-0.91599571,-0.884133409,-0.588064948,-0.660809194,-0.709842016,-0.650578168
Laying,19,-0.403246144,-0.231933932,0.034251305,-0.16736362,-0.119344728,-0.312660582,0.013488937,-0.057037517,0.007652064,0.011158062,-0.031808705,-0.051739193,-0.280879596,-0.535339131,-0.477463987,-0.659622074,-0.515308695,-0.600414543,-0.317576242,-0.198348338,-0.115646934,-0.029948853,0.10445127,0.219542462,-0.034851228,0.014490685,-0.104924541,-0.085152136,-0.200098504,-0.304732071,-0.055879858,-0.06513201,-0.149303532,-0.169240938,-0.229461276,-0.155584198,-0.446021381,-0.264295844,-0.112924047,-0.057988823,-0.218836075,-0.187071557,-0.254800263,-0.072934444,-0.114867561,-0.011806932,-0.332520216,-0.295325771,-0.306778593,-0.184846981,-0.28339715,-0.315006406,-0.631607937,-0.734597458,-0.68797565,-0.782116845,-0.642531656,-0.689966446,-0.688505099,-0.705518822,-0.680143638,-0.652128108,-0.496893265,-0.481899694,-0.60710557,-0.669348621
Walking,20,-0.222985973,-0.128741523,0.255796784,-0.009155878,-0.116119625,-0.649688115,-0.011944378,0.09403368,-0.008371269,0.148482386,0.02255465,-0.04490805,-0.802078445,-0.706001538,-0.652469018,-0.645672314,-0.616974407,-0.571822212,-0.661352143,-0.04898001,-0.225375701,0.212662363,0.102086005,0.342462134,-0.091881312,0.027095838,-0.03512381,-0.034307417,-0.046665251,-0.061268251,0.03927971,0.037482543,-0.025330214,-0.029854244,-0.365801017,-0.707225002,-0.688821933,-0.775618346,0.127025778,0.110658848,-0.129767787,-0.253210562,-0.341525847,-0.455745471,-0.459062364,-0.618292511,-0.466772537,-0.70873033,-0.627737087,-0.70353882,-0.715854637,-0.689259888,-0.938030213,-0.932474154,-0.949403652,-0.950576344,-0.947480257,-0.951135005,-0.941061833,-0.966930114,-0.925680645,-0.904358705,-0.836743945,-0.711010975,-0.149191586,-0.259091725
Walking Upstairs,20,-0.413810113,-0.115357059,0.187781619,-0.052191569,-0.109314165,-0.608660977,0.073969928,0.022967034,-0.042272328,0.213575399,0.018441284,-0.081431483,-0.665662733,-0.708374806,-0.902569504,-0.85865375,-0.897293884,-0.712415969,-0.756199765,-0.670638559,-0.543142904,-0.389964631,-0.20929077,0.006210906,0.09801033,0.182104552,0.071414848,0.031804311,0.045565849,0.051620884,0.038357157,0.064066316,-0.0189204,0.083621982,-0.582109632,-0.619086333,-0.524642165,-0.579912974,-0.112874039,-0.1564307,-0.112854986,-0.256019207,-0.163683408,-0.367153338,-0.358104091,-0.397643823,-0.635560663,-0.509285317,-0.551651585,-0.575328539,-0.514411343,-0.597808734,-0.915819852,-0.923943893,-0.911855385,-0.908159444,-0.909818863,-0.933937916,-0.947879929,-0.928391245,-0.90401072,-0.921785437,-0.804374512,-0.834839107,-0.449662314,-0.441634491
Walking downstairs,20,0.094063026,0.18743501,0.234968834,0.004828775,-0.067671158,-0.787548908,0.042354344,-0.075864717,0.036476733,0.137341675,-0.030231659,-0.025424905,-0.922442701,-0.757377693,-0.696105557,-0.55695849,-0.591745299,-0.474092866,-0.620786705,-0.436727534,-0.131320508,0.38353471,0.567991287,0.52769174,-0.052360905,-0.046431653,0.006391267,-0.057861527,-0.292047679,-0.332409494,-0.002997741,0.024600418,-0.121202468,-0.164210159,-0.530982182,-0.241135676,-0.606623317,-0.6313414,0.116714497,0.097949343,-0.511006308,-0.4910436,-0.742677494,-0.695074341,-0.781333269,-0.65697176,-0.665641823,-0.818230637,-0.746658175,-0.76558218,-0.831259591,-0.759312409,-0.954780106,-0.947587013,-0.945896374,-0.964289432,-0.952223163,-0.949954505,-0.97339825,-0.972151197,-0.943498077,-0.922930431,-0.761979084,-0.7353985,-0.143493434,-0.156137721
Sitting,20,0.031044718,-0.004148869,0.172173422,-0.120188381,-0.120285648,-0.362203118,0.024402836,0.051175274,0.058525827,0.023179683,-0.035557629,-0.107297515,-0.896233358,-0.811428215,-0.832591152,-0.663036981,-0.483600916,-0.37184662,-0.415019446,-0.153698858,-0.022181704,0.230653776,-0.069033854,0.071824985,-0.146426822,-0.137627741,-0.066518477,-0.145801872,-0.128893697,-0.181333036,0.124277399,-0.079715724,-0.113809514,-0.090476995,-0.507710718,-0.298375475,-0.643408333,-0.422777068,0.152620265,0.192009379,-0.019496953,-0.106643761,-0.256794461,-0.285992749,-0.386255325,-0.437123645,-0.452372209,-0.382732842,-0.363871588,-0.558478638,-0.449537883,-0.37644146,-0.910414644,-0.856197805,-0.873206216,-0.868291293,-0.889686172,-0.866599275,-0.862992793,-0.860549298,-0.84381629,-0.798307009,-0.683023345,-0.627466281,-0.340294008,-0.254641962
Standing,20,-0.211197855,-0.221794346,0.131698551,-0.065952485,-0.15563151,-0.163115263,-0.089584941,0.072646425,-0.0836395,0.040503314,-0.13898124,-0.201032332,-0.64443473,-0.772910109,-0.752241025,-0.815749018,-0.813995301,-0.732830521,-0.283990874,-0.37863941,-0.329275573,-0.132356672,-0.081677743,0.23062974,-0.078467102,-0.038948942,0.047395492,0.043171656,-0.011110312,0.100641405,-0.123953118,-0.043040913,0.002691768,0.026808769,-0.283364912,-0.334916604,-0.291747352,-0.27912954,0.022450203,0.05298354,0.081934975,0.031021805,0.11894237,-0.010007844,0.014425882,-0.021431835,-0.223003752,-0.345396071,-0.243038045,-0.214759506,-0.275440853,-0.276469632,-0.744101976,-0.684568885,-0.764062231,-0.673518522,-0.800002758,-0.655506299,-0.801091428,-0.825978814,-0.59630579,-0.669621945,-0.584232619,-0.605441732,-0.574077017,-0.404293575
Laying,20,-0.139631654,-0.190600479,0.195039509,-0.0569156,-0.064931094,-0.568895247,0.021978266,0.031309941,0.070757663,0.08143247,0.065436311,-0.139015863,-0.700181132,-0.771525375,-0.791476308,-0.669210459,-0.64026488,-0.574214133,-0.607587224,-0.500786083,-0.268945738,-0.303573832,-0.059756798,-0.183989895,-0.179870381,-0.031945454,0.025844587,-0.168082362,-0.070262413,-0.101094889,-0.050242236,-0.120023273,-0.003607255,-0.046711554,-0.617573845,-0.603648911,-0.558037971,-0.595772198,-0.041029889,0.050685257,-0.080500716,0.006925447,-0.0611376,-0.178454806,-0.221315975,-0.268754637,-0.39102699,-0.573105329,-0.40716851,-0.415084303,-0.469955336,-0.478529558,-0.905159178,-0.929849278,-0.919697019,-0.899970423,-0.883888295,-0.904475618,-0.916033199,-0.914675535,-0.863859538,-0.849726285,-0.795171461,-0.745600744,-0.55611269,-0.489437587
Walking,21,-0.022625032,-0.815193785,0.281356254,-0.010913574,-0.103613616,-0.878236335,0.187019725,-0.004452216,-0.006559466,0.158992438,0.022261261,-0.016196696,-0.867005658,-0.931434303,-0.798015719,-0.782295339,-0.656873068,-0.553932797,-0.811712013,-0.595765859,-0.09162558,0.163441106,0.769743155,0.689772053,-0.015167116,-0.026963666,-0.094466999,-0.114167734,-0.138017729,-0.298356214,0.097917765,-0.065534201,-0.091921464,-0.082952472,-0.661403251,-0.588121257,-0.772108808,-0.671513885,0.031675102,0.127164007,-0.357889467,-0.364859176,-0.384795309,-0.420649669,-0.523088362,-0.486660762,-0.695894825,-0.680859202,-0.817575495,-0.824660265,-0.816117619,-0.882348669,-0.981199754,-0.983030348,-0.973070067,-0.977955472,-0.982031099,-0.97633867,-0.987168179,-0.975565477,-0.960460795,-0.951994489,-0.840638225,-0.831408182,-0.635247558,-0.564061432
Walking Upstairs,21,-0.334884691,-0.430078013,0.12067947,-0.072769772,-0.158548707,-0.670295816,0.105451315,0.097218004,0.026841077,0.134069246,0.032184249,0.104477383,-0.795936293,-0.619134485,-0.696019835,-0.732879739,-0.70702742,-0.406702808,-0.496169599,-0.45660334,0.03306644,-0.259362743,0.078975836,-0.085972774,-0.008038327,0.010505141,0.046808261,-0.131079144,-0.083653589,-0.222733827,0.023431937,-0.059358938,-0.06765037,-0.073434326,-0.504897239,-0.436460613,-0.605324297,-0.406791761,0.185133364,0.109888202,-0.328708864,-0.406515556,-0.37360736,-0.43851942,-0.543681342,-0.587148977,-0.636466684,-0.754415826,-0.796835155,-0.825887854,-0.653685142,-0.715201893,-0.851839102,-0.895097157,-0.869419217,-0.904437774,-0.903347344,-0.920076011,-0.911227727,-0.899083786,-0.934102237,-0.936660043,-0.74738505,-0.685647884,-0.652660914,-0.482399328
Walking downstairs,21,-0.444124758,-0.366176674,0.072475468,-0.160957585,-0.15419634,-0.516398978,0.083380492,-0.023565657,0.076411332,0.053209403,0.082301084,0.130737786,-0.694584022,-0.499003757,-0.68676514,-0.79329468,-0.707755687,-0.666675554,-0.485065729,-0.169780956,-0.307782941,0.163365752,-0.084266321,0.181094273,-0.02198342,-0.009684721,-0.149989026,-0.188038625,-0.16050629,-0.303947602,-0.064525631,0.147001361,-0.092988972,-0.12494489,-0.358789478,-0.117573075,-0.401447235,-0.389373192,-0.033866123,-0.01022841,-0.224012106,-0.409821872,-0.339440674,-0.407174655,-0.501892037,-0.402847513,-0.670452545,-0.701080637,-0.784601415,-0.696924848,-0.670266406,-0.740652595,-0.897939193,-0.868236138,-0.858518692,-0.891415662,-0.890185529,-0.900779274,-0.89940559,-0.908902919,-0.929085578,-0.903492922,-0.679126785,-0.740874813,-0.574547433,-0.658324839
Sitting,21,-0.459421105,-0.30600344,0.108099002,-0.162594618,-0.211447303,-0.541171804,-0.053085638,-0.049512303,-0.040667669,-0.017553857,-0.050411611,-0.089486197,-0.629005664,-0.504515825,-0.584017903,-0.607437831,-0.661382354,-0.63208296,-0.606489343,-0.576018216,-0.2995261,-0.358694966,-0.06556447,-0.179912547,-0.046810988,-0.012484206,0.016177015,-0.038834198,-0.04517584,-0.083145166,0.138998783,0.06055855,-0.017389739,-0.081616108,-0.597272766,-0.490288404,-0.70802935,-0.516116506,-0.019582451,0.014650783,-0.102761074,-0.150753235,-0.255242643,-0.336001636,-0.347161344,-0.444835738,-0.593494662,-0.663322249,-0.588543938,-0.659555732,-0.605239606,-0.713047686,-0.854353313,-0.81454842,-0.795707561,-0.893674447,-0.840039134,-0.882265128,-0.853633291,-0.8382614,-0.913292641,-0.91474053,-0.774284,-0.736352007,-0.63854599,-0.591237996
Standing,21,-0.261845055,-0.241455378,0.058981646,-0.172725322,-0.211230157,-0.257610554,-0.037969746,-0.166833456,-0.053699232,-0.043680932,-0.051913336,-0.183893783,-0.029031835,-0.137899199,0.038801739,-0.070463312,-0.29254154,-0.513091947,-0.144502859,-0.208985411,-0.219379181,-0.230168457,-0.277986582,-0.287764975,-0.029267468,-0.007180074,0.061145694,-0.07595243,-0.00524352,-0.021885567,-0.018255591,-0.0632509,-0.125518677,-0.023128813,0.096296929,-0.057219624,-0.391225145,-0.290528771,-0.467274703,-0.318284615,0.088851502,0.083693369,0.063922289,0.088411895,0.045600749,-0.097738405,-0.048396156,-0.061474735,-0.018743982,-0.080404668,-0.084458654,-0.113106782,-0.436195857,-0.381500119,-0.43342662,-0.342186857,-0.476513474,-0.47349737,-0.306390897,-0.281548091,-0.610216159,-0.56568,-0.666062151,-0.685467134,-0.734490486,-0.740273005
Laying,21,-0.348372066,-0.369982152,0.160564781,-0.065932242,-0.129991804,-0.833495319,0.237560797,0.030931525,-0.035466495,0.086739375,0.104029218,-0.012437793,-0.672523927,-0.865665869,-0.793900749,-0.843530871,-0.770891466,-0.528082407,-0.830811511,-0.759743928,-0.513931881,-0.29147188,-0.027672186,0.164334266,-0.039332324,0.006805273,0.004407173,-0.101919662,-0.049245514,-0.205092204,0.045638231,0.028133679,-0.037795176,-0.01774656,-0.688593619,-0.696914713,-0.768719021,-0.654985207,0.150392985,0.238663865,-0.221176074,-0.270574616,-0.281667766,-0.30741471,-0.289426324,-0.398479696,-0.47122102,-0.602227419,-0.656130892,-0.65113326,-0.749571353,-0.865422813,-0.969008529,-0.973520839,-0.974336664,-0.968436827,-0.96786975,-0.97671869,-0.970954168,-0.974807855,-0.972843664,-0.964457675,-0.873813369,-0.834185576,-0.495450644,-0.470929078
Walking,22,-0.464805216,-0.549993181,0.100673765,-0.156979122,-0.190019839,-0.559258569,0.095122136,0.033382741,-0.008105195,0.000717047,0.025529139,-0.036696081,-0.585229596,-0.520906273,-0.684292757,-0.79482188,-0.760014658,-0.606594447,-0.452925067,-0.4791222,-0.345559185,-0.127359191,0.107350093,0.095741151,0.063924467,-0.129133929,-0.013839788,-0.008833103,-0.241904366,-0.120850206,0.01941946,-0.040016357,-0.09407667,-0.209649133,-0.412446583,-0.560983486,-0.466442161,-0.419026886,0.23496698,0.218295109,-0.026970427,-0.205314048,-0.436369762,-0.387910889,-0.295825489,-0.495309761,-0.581220427,-0.68599413,-0.622591469,-0.610084176,-0.541108528,-0.660043185,-0.859060801,-0.857647994,-0.86605103,-0.864538215,-0.857508006,-0.88484229,-0.891137858,-0.896190975,-0.922218449,-0.910475386,-0.792382029,-0.81319173,-0.335485757,-0.299674869
Walking Upstairs,22,-0.359394294,-0.454263127,0.061827601,-0.119598744,-0.096711143,-0.451747721,0.030696578,0.105212158,0.101245641,0.088379151,-0.02067572,-0.112891432,-0.894536252,-0.978498668,-0.719697209,-0.760152268,-0.85591408,-0.321266558,-0.356149484,-0.359476147,0.143603284,0.043120515,0.299889337,-0.15042214,-0.002396132,-0.084400048,-0.023866883,0.138030201,-0.128147091,-0.11635198,0.067624393,0.047605719,-0.076961427,0.080025935,-0.425516568,-0.437818567,-0.603778119,-0.576615127,0.240652758,0.118482118,-0.013756667,-0.132135852,-0.235163136,-0.218432223,-0.456798307,-0.303202311,-0.642403465,-0.788565954,-0.7448673,-0.625221107,-0.726802271,-0.473627964,-0.89412117,-0.857434551,-0.872878256,-0.855542226,-0.875599986,-0.859036433,-0.908552582,-0.907919352,-0.911050334,-0.89537986,-0.641912523,-0.736104326,-0.438774546,-0.607782528
Walking downstairs,22,-0.481370991,-0.330444299,0.014795368,-0.06972568,-0.168490609,-0.478570467,0.088083089,0.001324311,0.161492168,-0.032307812,-0.099520502,-0.029551629,-0.900463083,-0.624407155,-0.755824718,-0.930413013,-0.539458199,-0.688797887,-0.512929464,-0.182551166,-0.031682825,0.066663776,0.298320539,0.011408284,0.154903552,0.006310543,0.121433223,-0.056092906,-0.018355866,-0.175185399,0.077512074,0.025410361,0.021334989,-0.035787743,-0.670179919,-0.547904374,-0.515188068,-0.79023284,0.090539358,-0.027851647,-0.067143609,0.019740542,-0.018450154,-0.062055825,-0.204035959,-0.072763341,-0.623321252,-0.451837176,-0.451518657,-0.20097683,-0.176824236,-0.314858509,-0.820552731,-0.836955529,-0.890867045,-0.84463709,-0.874754353,-0.869012764,-0.849194774,-0.865583774,-0.893081954,-0.869803529,-0.764989819,-0.678772541,-0.459960861,-0.577987756
Sitting,22,-0.456074584,-0.445686851,0.038634621,-0.177954048,-0.127299717,-0.472035292,0.072523698,0.063273041,0.007751641,0.173035193,-0.077368715,0.17075354,-0.552600253,-0.635825003,-0.732639338,-0.750533488,-0.723443384,-0.590705619,-0.625550825,-0.585594939,-0.319479544,-0.39155865,-0.29618872,-0.230829381,0.034087851,-0.000137818,-0.062468536,-0.062917846,-0.098642541,-0.132767316,0.000641188,-0.199054064,-0.015977578,-0.125389551,-0.458826825,-0.62601866,-0.545995145,-0.464384573,-0.077732466,0.092823664,-0.044488444,-0.058942929,-0.20758388,-0.143338844,-0.337435285,-0.33095931,-0.623115597,-0.5676655,-0.592725376,-0.597890411,-0.622680719,-0.564468298,-0.771007065,-0.828302134,-0.83343651,-0.820651261,-0.802516025,-0.882746861,-0.820912657,-0.827089635,-0.854515603,-0.913907687,-0.783588605,-0.658500998,-0.510560726,-0.613486792
Standing,22,-0.418482279,-0.565214692,0.124472581,-0.117455071,-0.137670415,-0.711320022,0.139795854,0.068075236,-0.07245306,0.115116227,0.075298574,-0.003937097,-0.706142894,-0.711549555,-0.671118773,-0.733265684,-0.642455307,-0.372600487,-0.546452632,-0.54805803,-0.06946172,0.199515564,0.356603313,-0.052046818,0.186545681,-0.028475906,-0.032911132,-0.092207068,-0.196835495,-0.136309241,0.097664654,0.093026568,-0.056316469,-0.104302534,-0.605826596,-0.449090057,-0.695495339,-0.519396477,0.209199106,0.185946953,-0.050773289,-0.140118959,-0.160887396,-0.262561118,-0.376954346,-0.374723037,-0.57690107,-0.648965113,-0.719120106,-0.789361037,-0.831583986,-0.679547684,-0.850475218,-0.851973185,-0.858225622,-0.837468266,-0.861805997,-0.846626582,-0.918837456,-0.889118857,-0.901273296,-0.908975588,-0.831353947,-0.857303079,-0.529234912,-0.47695512
Laying,22,-0.329089255,-0.304864411,0.09356866,-0.179181342,-0.17509856,-0.672673308,-0.112663874,-0.061549784,-0.092101525,-0.071107523,-0.06340478,-0.097116991,-0.530896157,-0.521111621,-0.482821671,-0.479139774,-0.266774289,-0.285632612,-0.410635874,-0.361015159,0.115541343,0.213207718,0.391694051,0.252387538,0.028084127,0.098041113,-0.053386556,-0.041436612,-0.032096244,-0.170018645,-0.101802653,-0.203044311,-0.14795861,-0.075227772,-0.372723542,-0.314799557,-0.612263637,-0.585150228,-0.012824326,-0.120557271,0.013730066,-0.179221182,-0.165843424,-0.241801607,-0.442820729,-0.486796843,-0.32623397,-0.566545403,-0.505144474,-0.629178017,-0.598430813,-0.60229321,-0.73527947,-0.616131098,-0.695159106,-0.643670359,-0.806263627,-0.669118044,-0.703548401,-0.670455828,-0.734759051,-0.68638828,-0.717119156,-0.767854417,-0.402172002,-0.333898668
Walking,23,-0.206328656,-0.129817374,0.209239499,-0.040064084,-0.11427521,-0.6819055,-0.001557286,-0.075120995,-0.072599893,0.002433551,-0.046958811,-0.04768828,-0.617365825,-0.654721232,-0.630649159,-0.593552799,-0.454038069,-0.394506091,-0.549065765,-0.10674167,0.276202085,0.160163266,0.282452078,0.074967105,-0.045393161,-0.083424965,-0.055107388,-0.062992552,-0.250570286,-0.375837723,0.017203671,-0.052709049,-0.009745489,-0.04198237,-0.35581062,0.018371148,-0.581605254,-0.55806135,-0.072560633,-0.120573477,-0.30363531,-0.481649108,-0.413136482,-0.546259438,-0.481438837,-0.546428095,-0.585387179,-0.701948041,-0.7712967,-0.72477725,-0.665242793,-0.781706865,-0.82099649,-0.772127972,-0.816719968,-0.831681138,-0.917237344,-0.802838353,-0.698492807,-0.801910624,-0.852064549,-0.825355331,-0.692637043,-0.721558697,-0.674919463,-0.722152861
Walking Upstairs,23,-0.328500114,-0.588760381,0.156096827,-0.02487982,-0.082755286,-0.695946139,0.012560332,0.120474948,0.06661184,0.167334675,0.072026992,0.034200526,-0.631461811,-0.676873249,-0.832299854,-0.841308413,-0.752720915,-0.803902022,-0.784819805,-0.635173814,-0.46150173,-0.196108739,-0.107666345,0.151077429,-0.036942107,-0.004441164,0.009543523,-0.080754811,-0.014779397,-0.092027346,0.036781105,0.010919694,0.035123937,0.024873794,-0.77164443,-0.605736835,-0.654840528,-0.605505023,0.062472249,0.127010415,-0.249127806,-0.227290953,-0.304944551,-0.162110466,-0.3731392,-0.519970488,-0.597289286,-0.618501638,-0.67291799,-0.721666366,-0.737596612,-0.647250004,-0.915438495,-0.944778909,-0.936727095,-0.94064969,-0.927679566,-0.940069788,-0.945557771,-0.947292406,-0.922786597,-0.945184295,-0.784851993,-0.690874112,-0.570392582,-0.582235141
Walking downstairs,23,-0.383399249,0.097647611,0.145233987,-0.152944148,-0.117877335,-0.623323077,0.055639948,-0.206853711,0.053076775,0.226555893,-0.013073487,-0.019219591,-0.639312885,-0.65624592,-0.757189311,-0.709206785,-0.715835386,-0.686706391,-0.512815373,-0.479551246,-0.114075152,-0.101705465,-0.177311347,0.01724901,-0.158704804,-0.082663868,-0.015103234,-0.057163744,-0.218802192,-0.274053035,0.001223423,0.01537428,-0.02355631,-0.113202271,-0.521019156,-0.678437955,-0.721490842,-0.449929711,-0.035201883,0.17646259,-0.237098534,-0.275095309,-0.243928225,-0.223863514,-0.224191903,-0.321591639,-0.500603776,-0.665047579,-0.66612264,-0.698338455,-0.644470203,-0.717895151,-0.880680117,-0.934864644,-0.902934784,-0.925629308,-0.940213056,-0.907109573,-0.858709505,-0.919793224,-0.879039403,-0.893736067,-0.779314758,-0.811036954,-0.527677212,-0.479575486
Sitting,23,-0.263269213,-0.326364185,0.119711077,-0.058436093,-0.141413377,-0.430237437,0.121081305,0.13673463,-0.090633725,0.064516514,0.005273691,-0.186180649,-0.664035724,-0.751600873,-0.748730763,-0.747477707,-0.72360931,-0.610797957,-0.430045803,-0.201843765,-0.355888667,0.107701081,0.049311708,-0.109234377,0.047350039,-0.152504847,-0.131969938,-0.284442304,-0.356093183,-0.354997744,-0.060174608,-0.012978736,-0.070850418,0.009664002,-0.427512984,-0.53238896,-0.55135804,-0.58524324,0.113387573,0.077048819,-0.150377372,-0.101115766,-0.083824235,-0.198053231,-0.139911436,-0.122776047,-0.336552078,-0.390584834,-0.443998204,-0.356689124,-0.345417256,-0.499492666,-0.860100357,-0.874836263,-0.870383151,-0.880133369,-0.847536627,-0.867672414,-0.862561807,-0.843525212,-0.831750049,-0.835982366,-0.661165214,-0.742053106,-0.500677524,-0.366232677
Standing,23,-0.314014297,-0.386886794,0.125400118,-0.138586946,-0.158697272,-0.664644814,0.06793126,-0.011143854,0.081037651,0.111258489,-0.025036857,-0.03944143,-0.55549788,-0.774586448,-0.622817834,-0.583152943,-0.53073672,-0.302059733,-0.017741774,0.081647845,0.201474916,-0.022402537,-0.091151745,-0.36912823,-0.184070391,-0.131471858,-0.286125313,-0.268498287,-0.473380173,-0.503406037,0.009370849,0.030803479,-0.148761344,-0.208650734,-0.347783393,-0.375576354,-0.62042062,-0.596239063,0.057230969,0.167285455,-0.210775747,-0.18757665,-0.278559259,-0.332930543,-0.461378946,-0.516591948,-0.593418458,-0.772718549,-0.766984835,-0.771849864,-0.780403486,-0.763293876,-0.908126999,-0.921059732,-0.921864438,-0.924485716,-0.907546164,-0.923963189,-0.929336395,-0.918465555,-0.931927325,-0.937701497,-0.802552748,-0.750164575,-0.348882711,-0.452010939
Laying,23,-0.239716787,-0.17840408,0.031401401,-0.122033914,-0.093804336,-0.228559391,-0.077598422,0.144272426,-0.191089007,0.068057823,0.039219645,-0.217007325,-0.790788305,-0.823597663,-0.696379092,-0.749335658,-0.817218457,-0.689805773,-0.57814006,-0.535023714,-0.307894995,-0.008997049,0.204433002,0.295630363,-0.052578228,-0.015913878,-0.058892261,-0.073258947,-0.068253114,-0.130618549,-0.06780243,0.003289704,0.135819236,0.121981344,-0.578075381,-0.638016551,-0.657360061,-0.693610981,-0.01358054,-0.043244924,-0.016872193,-0.059904945,0.076967123,0.05958529,0.066026951,0.016662969,-0.081596605,-0.117029091,-0.098178311,-0.258371732,-0.22767582,-0.207701047,-0.85416586,-0.811476527,-0.827082807,-0.824841549,-0.788736056,-0.75601722,-0.784910639,-0.795857364,-0.753128421,-0.782276567,-0.688259054,-0.714337026,-0.4585606,-0.271893109
